code,fy,eps,bps,roe,debt,op_margin,net_margin,op_profit,revenue,dps
317450,202412,6131.0,47484.0,13.68,9.38,34.43,25.49,928.0,2694.0,
317450,202512,6713.0,54409.0,12.28,5.95,32.2,28.35,925.0,2873.0,1500.0
005690,202312,60.0,1340.0,4.56,15.08,2.31,6.36,13.0,562.0,
005690,202412,105.0,1441.0,7.59,14.84,7.18,9.76,47.0,649.0,20.0
005690,202512,671.0,2064.0,38.31,26.88,30.08,35.32,343.0,1141.0,50.0
100840,202312,1099.0,13968.0,8.49,53.31,6.45,7.06,208.0,3220.0,327.0
100840,202412,1675.0,15499.0,11.9,68.67,7.56,11.77,222.0,2943.0,500.0
100840,202512,4080.0,18458.0,25.15,61.71,18.37,13.92,1113.0,6061.0,1150.0
017940,202312,31076.0,280943.0,13.9,170.73,1.19,2.74,932.0,78277.0,5150.0
017940,202412,10201.0,335583.0,3.93,491.65,2.0,0.68,2234.0,111924.0,3450.0
017940,202512,15276.0,349725.0,5.29,509.97,3.12,1.1,3241.0,103925.0,4550.0
069260,202312,3297.0,21904.0,17.05,30.85,11.52,12.8,1212.0,10527.0,1000.0
069260,202412,1900.0,22621.0,9.09,33.53,6.8,6.52,808.0,11882.0,1000.0
069260,202512,1466.0,23511.0,6.77,28.61,5.82,5.25,656.0,11277.0,1000.0
268280,202312,3681.0,75777.0,4.95,23.62,5.15,4.25,225.0,4377.0,2100.0
268280,202412,10913.0,83441.0,14.0,26.03,11.54,10.71,588.0,5093.0,2500.0
268280,202512,12261.0,92934.0,14.34,22.46,12.31,11.52,655.0,5321.0,3200.0
000400,202312,920.0,4211.0,18.4,1045.65,14.67,11.16,3754.0,25591.0,
000400,202412,78.0,2569.0,2.31,1856.78,0.99,0.77,311.0,31515.0,
000400,202512,165.0,1985.0,7.29,2248.85,2.01,1.59,647.0,32207.0,
002960,202312,28753.0,97039.0,31.27,49.32,13.2,11.66,423.0,3205.0,25000.0
002960,202412,28196.0,97904.0,28.93,50.3,14.05,11.2,460.0,3272.0,27000.0
002960,202512,37098.0,107971.0,36.04,42.68,15.3,13.98,528.0,3450.0,36000.0
014820,202312,2195.0,26401.0,8.56,98.42,6.33,5.04,809.0,12767.0,600.0
014820,202412,2475.0,28545.0,9.01,85.62,6.89,5.44,919.0,13343.0,600.0
014820,202512,1835.0,29468.0,6.33,77.44,4.82,3.91,662.0,13729.0,600.0
000640,202312,8613.0,152611.0,5.82,90.51,6.79,4.93,769.0,11320.0,2075.0
000640,202412,8618.0,158209.0,5.63,90.85,6.16,4.32,821.0,13332.0,1603.0
000640,202512,13508.0,171401.0,8.32,80.57,6.84,6.4,978.0,14298.0,1650.0
001060,202312,1486.0,10789.0,14.63,143.01,13.4,5.13,1003.0,7485.0,392.0
001060,202412,2612.0,13406.0,21.87,83.5,11.47,9.04,825.0,7194.0,450.0
001060,202512,2470.0,15290.0,17.6,63.87,12.18,7.93,945.0,7753.0,650.0
248070,202312,2407.0,8195.0,34.83,134.7,7.92,6.12,1545.0,19511.0,
248070,202412,790.0,9044.0,9.48,126.25,4.33,2.36,691.0,15944.0,
248070,202512,259.0,9997.0,2.74,126.83,2.73,0.83,465.0,17002.0,75.0
033240,202312,-1129.0,18011.0,-6.76,82.4,-3.25,-4.85,-164.0,5033.0,
033240,202412,750.0,19361.0,4.26,79.18,6.6,2.44,450.0,6811.0,
033240,202512,2150.0,21665.0,11.15,74.93,4.95,5.55,420.0,8489.0,
002350,202312,987.0,16524.0,6.26,148.27,6.92,3.82,1870.0,27017.0,115.0
002350,202412,1213.0,18139.0,7.1,144.41,6.04,4.45,1721.0,28479.0,130.0
002350,202512,1448.0,19967.0,7.71,129.23,5.34,4.74,1703.0,31896.0,200.0
002990,202312,30.0,13006.0,0.22,260.22,0.98,0.03,218.0,22176.0,
002990,202412,-6060.0,6340.0,-64.49,588.77,-9.5,-11.94,-1818.0,19142.0,
002990,202512,1715.0,6841.0,26.79,520.23,2.33,3.09,471.0,20185.0,200.0
001570,202312,-1040.0,3377.0,-38.52,185.34,-9.61,-39.7,-146.0,1520.0,
001570,202412,-2378.0,7941.0,-40.88,154.16,-36.43,-121.05,-560.0,1537.0,
001570,202512,-1029.0,7186.0,-13.87,165.33,-43.45,-67.17,-447.0,1028.0,
001680,202312,1862.0,36679.0,5.11,148.14,3.01,1.67,1237.0,41075.0,800.0
001680,202412,2643.0,39464.0,6.94,142.46,4.16,2.27,1769.0,42551.0,850.0
001680,202512,-8447.0,29733.0,-24.41,217.17,3.85,-6.89,1693.0,44013.0,850.0
002840,202312,12593.0,79728.0,16.95,18.41,15.96,14.48,672.0,4214.0,2000.0
002840,202412,10642.0,86039.0,12.99,19.54,13.76,11.6,599.0,4358.0,2000.0
002840,202512,9162.0,91715.0,10.66,18.38,9.88,9.87,436.0,4411.0,2400.0
383800,202312,1014.0,21403.0,4.82,2.15,61.95,66.75,732.0,1181.0,270.0
383800,202412,2062.0,24061.0,9.07,1.91,80.21,82.4,1560.0,1945.0,290.0
383800,202512,1744.0,25746.0,7.01,17.89,70.08,71.23,1334.0,1904.0,290.0
006650,202312,-4468.0,295460.0,-1.57,20.37,-2.49,-1.16,-623.0,25000.0,1000.0
006650,202412,-1312.0,292683.0,-0.47,22.8,-2.14,-0.3,-599.0,28001.0,1000.0
006650,202512,4878.0,297102.0,1.74,29.73,1.57,1.67,527.0,33478.0,1300.0
006380,202312,-6139.0,-2917.0,-3002.99,-1029.21,-52.22,-64.96,-395.0,756.0,
006380,202412,286.0,522.0,102.36,171.23,-163.38,644.43,-84.0,51.0,
006380,202512,-191.0,454.0,-39.23,214.71,-85.72,-131.34,-211.0,246.0,
453340,202312,1387.0,18561.0,,40.06,3.55,2.15,648.0,18270.0,325.0
453340,202412,2185.0,20119.0,11.4,42.58,4.26,3.28,967.0,22704.0,335.0
453340,202512,2635.0,22435.0,12.46,41.13,4.58,3.77,1068.0,23296.0,676.0
075580,202312,301.0,3292.0,9.92,134.81,8.72,5.91,336.0,3848.0,200.0
075580,202412,200.0,3303.0,6.16,148.96,10.21,6.25,360.0,3524.0,200.0
075580,202512,891.0,4019.0,24.35,112.95,18.22,14.86,734.0,4027.0,225.0
108320,202312,6222.0,60056.0,10.5,23.37,6.79,5.32,1290.0,19014.0,1800.0
108320,202412,8024.0,66378.0,12.69,38.92,8.96,7.0,1671.0,18656.0,2400.0
108320,202512,5081.0,69207.0,7.49,24.36,6.64,5.04,1089.0,16391.0,1500.0
079900,202312,1885.0,6796.0,29.35,51.66,20.78,18.28,329.0,1584.0,
079900,202412,2064.0,10397.0,24.55,41.99,18.46,18.5,313.0,1698.0,1277.0
079900,202512,2161.0,10701.0,20.58,47.0,15.06,15.34,287.0,1907.0,1389.0
001510,202312,11.0,3046.0,0.4,896.4,1.14,0.28,131.0,11445.0,4.0
001510,202412,-346.0,2637.0,-13.91,992.36,-9.79,-7.56,-1079.0,11017.0,2.0
001510,202512,121.0,2884.0,5.0,1034.52,0.55,2.04,78.0,14047.0,
114090,202312,709.0,6658.0,11.04,55.26,12.86,11.05,510.0,3967.0,353.0
114090,202412,534.0,6686.0,8.01,49.01,9.67,8.34,383.0,3964.0,282.0
114090,202512,761.0,7137.0,11.01,47.53,12.45,11.13,526.0,4229.0,414.0
003300,202312,3384.0,48962.0,7.12,61.97,11.09,7.63,2620.0,23631.0,800.0
003300,202412,3852.0,52885.0,7.56,60.97,12.42,8.83,2793.0,22487.0,930.0
003300,202512,1024.0,54474.0,1.91,59.01,6.38,3.21,1232.0,19305.0,1000.0
001530,202312,111.0,26477.0,0.55,61.12,0.92,0.88,63.0,6829.0,223.0
001530,202412,58.0,26171.0,0.28,79.64,1.2,0.38,78.0,6517.0,227.0
001530,202512,-462.0,25027.0,-1.8,96.89,-0.26,-1.66,-15.0,6014.0,95.0
090460,202312,2631.0,20195.0,15.11,67.45,5.33,5.33,848.0,15920.0,250.0
090460,202412,1945.0,23086.0,9.89,78.14,4.96,4.42,871.0,17544.0,250.0
090460,202512,906.0,23055.0,4.24,73.3,3.01,2.27,540.0,17927.0,250.0
001270,202312,4286.0,85122.0,7.89,133.61,8.48,7.03,691.0,8150.0,1500.0
001270,202412,2315.0,86512.0,4.05,114.39,4.71,3.97,367.0,7792.0,1500.0
001270,202512,3413.0,93587.0,5.69,117.45,5.88,4.73,568.0,9655.0,2400.0
058650,202312,20501.0,551507.0,3.89,86.29,3.13,2.05,2008.0,64192.0,4000.0
058650,202412,8315.0,564206.0,1.53,93.82,1.65,0.57,992.0,60168.0,4000.0
058650,202512,16154.0,569956.0,2.93,100.43,2.65,1.3,1755.0,66111.0,4300.0
178920,202312,-61.0,10724.0,-0.55,64.47,-1.81,-0.83,-39.0,2176.0,
178920,202412,758.0,11413.0,6.85,57.45,13.46,8.86,338.0,2513.0,350.0
178920,202512,1035.0,12094.0,8.8,30.86,16.34,11.54,430.0,2634.0,350.0
007700,202312,3127.0,54668.0,5.84,20.2,25.9,19.82,5144.0,19863.0,400.0
007700,202412,2734.0,56520.0,4.92,19.68,21.93,16.96,4164.0,18983.0,450.0
007700,202512,3214.0,59179.0,5.56,19.24,22.45,19.02,4342.0,19338.0,500.0
025540,202312,7000.0,90347.0,8.09,52.94,8.62,5.62,1117.0,12969.0,700.0
025540,202412,13654.0,104324.0,14.16,45.34,11.35,9.44,1713.0,15098.0,2200.0
025540,202512,10383.0,114828.0,9.47,34.11,9.65,7.36,1393.0,14428.0,3200.0
016380,202312,2342.0,18893.0,13.09,69.02,8.18,6.86,2804.0,34298.0,200.0
016380,202412,1333.0,20065.0,6.93,70.46,6.24,4.01,2060.0,33010.0,250.0
016380,202512,1350.0,21234.0,6.73,50.85,4.72,4.24,1507.0,31934.0,300.0
005810,202312,5595.0,71525.0,8.45,16.64,16.68,20.5,678.0,4067.0,947.0
005810,202412,6889.0,78924.0,9.41,18.26,23.31,22.24,1048.0,4494.0,1400.0
005810,202512,5163.0,84683.0,6.57,15.48,15.44,17.19,668.0,4325.0,1600.0
336370,202312,2063.0,8062.0,29.34,61.29,-17.05,29.52,-732.0,4294.0,50.0
336370,202412,51.0,8495.0,0.62,90.51,-9.53,-7.48,-544.0,5709.0,10.0
336370,202512,-736.0,7584.0,-9.15,128.47,-11.9,-22.46,-733.0,6161.0,10.0
003620,202312,48.0,5791.0,0.82,143.47,0.34,0.24,125.0,37364.0,
003620,202412,175.0,7233.0,2.7,118.54,0.04,0.87,14.0,39051.0,
003620,202512,232.0,7336.0,3.21,126.95,0.84,1.08,362.0,43036.0,
284740,202312,4990.0,35985.0,14.85,26.56,15.18,12.71,1449.0,9546.0,800.0
284740,202412,5662.0,42744.0,14.39,31.57,16.08,13.23,1700.0,10572.0,1000.0
284740,202512,5327.0,48373.0,11.7,24.78,15.1,11.98,1694.0,11213.0,1200.0
019170,202312,-1039.0,5259.0,-19.13,29.29,-23.67,-28.6,-474.0,2002.0,
019170,202412,-279.0,5010.0,-5.85,32.55,-9.25,-6.95,-205.0,2211.0,
019170,202512,160.0,5267.0,3.35,30.19,6.07,3.57,143.0,2347.0,
460860,202312,4888.0,34740.0,,105.17,8.95,5.4,2355.0,26321.0,700.0
460860,202412,702.0,34346.0,2.04,87.68,2.9,0.99,1025.0,35275.0,600.0
460860,202512,166.0,38029.0,0.46,119.4,1.85,0.26,594.0,32034.0,400.0
039130,202312,2932.0,10998.0,32.03,304.63,8.27,14.35,340.0,4116.0,5000.0
039130,202412,5079.0,11290.0,47.19,270.44,8.26,16.07,509.0,6166.0,2300.0
039130,202512,2036.0,9827.0,19.79,293.44,9.82,8.19,576.0,5869.0,1200.0
009410,202312,-115519.0,-33935.0,-473.42,-1154.13,-12.06,-43.45,-4045.0,33529.0,
009410,202412,228.0,1780.0,61.93,720.17,0.77,2.49,206.0,26862.0,
009410,202512,216.0,2037.0,11.28,541.95,2.43,4.41,528.0,21745.0,
008060,202312,364.0,17309.0,2.11,22.74,2.45,2.81,313.0,12793.0,400.0
008060,202412,644.0,17629.0,3.69,19.77,0.66,3.39,84.0,12672.0,500.0
008060,202512,101.0,17702.0,0.59,26.8,0.82,0.45,113.0,13850.0,1155.0
001500,202312,1204.0,28752.0,4.28,806.65,4.12,3.38,652.0,15822.0,339.0
001500,202412,813.0,29299.0,2.8,820.98,3.05,2.01,547.0,17956.0,153.0
001500,202512,993.0,26343.0,4.21,758.88,3.97,3.17,723.0,18205.0,370.0
034310,202312,103.0,21344.0,0.51,164.44,3.44,0.67,970.0,28189.0,451.0
034310,202412,1268.0,21632.0,6.27,152.87,5.74,3.32,1743.0,30383.0,500.0
034310,202512,1015.0,21761.0,4.98,162.04,6.11,2.36,1981.0,32426.0,560.0
161000,202312,680.0,15256.0,4.52,77.69,2.51,1.84,451.0,17937.0,250.0
161000,202412,82.0,15259.0,0.54,83.07,0.94,0.52,155.0,16422.0,281.0
161000,202512,-61.0,14790.0,-0.41,94.63,-0.7,-0.34,-102.0,14523.0,140.0
010780,202312,5216.0,51629.0,10.9,139.1,16.78,7.9,3405.0,20294.0,1500.0
010780,202412,-4910.0,45698.0,-10.19,128.23,11.2,-10.58,1697.0,15146.0,1000.0
010780,202512,-1782.0,41857.0,-4.13,143.29,5.52,-5.82,681.0,12344.0,500.0
377740,202312,-201.0,15252.0,-1.3,2.33,-52.22,-22.75,-470.0,901.0,200.0
377740,202412,541.0,16138.0,3.46,3.75,11.88,53.77,122.0,1028.0,200.0
377740,202512,-857.0,15047.0,-5.56,2.95,14.12,-73.95,167.0,1183.0,228.0
004690,202312,29652.0,443054.0,8.23,164.64,3.08,2.56,1745.0,56640.0,3000.0
004690,202412,24999.0,461293.0,6.55,156.64,2.23,2.38,1143.0,51205.0,3000.0
004690,202512,27498.0,491062.0,6.84,136.9,3.03,2.49,1596.0,52755.0,3000.0
005250,202312,-1093.0,21591.0,-5.37,98.65,-0.8,-3.54,-164.0,20579.0,300.0
005250,202412,485.0,21895.0,2.43,98.18,-0.49,-0.5,-107.0,22049.0,500.0
005250,202512,-1403.0,19826.0,-7.34,130.71,1.48,-1.71,362.0,24515.0,300.0
145990,202312,10004.0,149383.0,7.58,87.2,4.27,4.6,1132.0,26514.0,1750.0
145990,202412,11370.0,172830.0,7.53,70.45,5.0,5.11,1335.0,26718.0,1750.0
145990,202512,-29380.0,160501.0,-18.8,103.1,4.36,-11.8,1117.0,25625.0,1750.0
002240,202312,2646.0,62146.0,4.36,36.55,3.15,3.61,563.0,17889.0,324.0
002240,202412,1247.0,66022.0,1.95,35.38,1.5,1.89,261.0,17396.0,324.0
002240,202512,356.0,67342.0,0.53,35.6,2.25,0.25,407.0,18092.0,350.0
000070,202312,19436.0,257475.0,9.11,84.32,2.95,7.07,948.0,32109.0,3500.0
000070,202412,3188.0,272260.0,1.38,76.46,3.16,2.62,1080.0,34150.0,3500.0
000070,202512,-23161.0,261061.0,-10.17,98.76,3.25,-8.9,1088.0,33483.0,3500.0
249420,202312,-2912.0,6070.0,-43.75,250.76,-8.98,-13.48,-539.0,6008.0,
249420,202412,-163.0,5755.0,-2.77,270.33,2.13,-2.02,131.0,6149.0,
249420,202512,932.0,7821.0,13.59,139.25,3.44,4.18,195.0,5669.0,200.0
029460,202312,3508.0,63264.0,6.44,22.82,9.13,8.45,664.0,7270.0,260.0
029460,202412,3429.0,68206.0,6.08,22.07,3.79,6.97,280.0,7385.0,320.0
029460,202512,3305.0,77202.0,5.45,19.03,5.83,6.33,465.0,7973.0,430.0
014830,202312,2403.0,136033.0,1.8,39.42,2.83,1.44,321.0,11337.0,1600.0
014830,202412,11265.0,152473.0,7.96,34.83,8.59,6.86,954.0,11116.0,1800.0
014830,202512,9643.0,162961.0,6.23,40.84,6.57,4.88,879.0,13388.0,2000.0
002030,202312,43213.0,626202.0,9.06,65.25,11.36,8.3,2404.0,21159.0,5000.0
002030,202412,29335.0,689472.0,5.58,64.26,8.59,5.4,1724.0,20074.0,5330.0
002030,202512,14837.0,722172.0,2.65,63.04,5.89,2.72,1110.0,18845.0,5600.0
072710,202312,14478.0,242037.0,6.11,33.87,9.79,8.74,753.0,7695.0,2500.0
072710,202412,16118.0,262523.0,6.39,32.36,10.85,9.38,866.0,7983.0,2500.0
072710,202512,24706.0,284823.0,9.03,39.05,9.45,13.34,811.0,8588.0,3000.0
092230,202312,19882.0,236881.0,9.54,31.83,5.42,11.38,654.0,12070.0,3500.0
092230,202412,18409.0,256552.0,8.02,30.18,4.18,9.71,511.0,12239.0,4250.0
092230,202512,18774.0,279950.0,7.5,32.58,3.69,10.03,430.0,11637.0,5250.0
317400,202312,830.0,10548.0,8.05,97.74,5.33,4.0,1266.0,23746.0,150.0
317400,202412,34.0,11167.0,0.31,95.95,0.15,0.42,24.0,15782.0,150.0
317400,202512,727.0,11817.0,6.42,70.96,0.9,2.67,125.0,13876.0,150.0
017900,202312,-17.0,4594.0,-0.42,8.49,-3.5,-0.85,-44.0,1257.0,50.0
017900,202412,182.0,4746.0,4.49,9.02,1.13,8.16,15.0,1302.0,50.0
017900,202512,73.0,4784.0,1.77,7.12,0.91,3.19,12.0,1327.0,50.0
004700,202312,1360.0,122353.0,2.23,16.05,5.01,7.15,63.0,1266.0,
004700,202412,1896.0,152942.0,2.58,13.87,8.01,13.97,72.0,902.0,
004700,202512,1736.0,162644.0,2.06,14.56,8.98,11.79,88.0,979.0,
005420,202312,-740.0,7677.0,-10.55,69.29,0.38,-0.94,30.0,7990.0,
005420,202412,-1684.0,5971.0,-24.71,103.88,-0.27,-6.98,-20.0,7493.0,
005420,202512,-790.0,5730.0,-13.52,99.95,-2.41,-4.66,-160.0,6642.0,
003030,202312,68482.0,445151.0,17.18,81.71,15.1,10.47,5909.0,39133.0,2000.0
003030,202412,10340.0,495174.0,2.25,109.0,5.76,3.19,2116.0,36751.0,1800.0
003030,202512,15274.0,510476.0,3.11,121.24,5.47,2.6,2058.0,37596.0,1800.0
403550,202312,-1292.0,6458.0,-18.43,220.69,-2.43,-10.62,-97.0,3985.0,
403550,202412,-945.0,5587.0,-15.69,244.21,-2.27,-7.18,-98.0,4318.0,
403550,202512,-560.0,5020.0,-10.56,256.7,4.94,-3.91,232.0,4707.0,92.0
001200,202312,317.0,11018.0,3.09,759.7,1.64,1.86,270.0,16477.0,60.0
001200,202412,512.0,11448.0,4.81,817.53,3.53,3.0,583.0,16526.0,100.0
001200,202512,666.0,12331.0,5.91,875.66,4.98,3.81,844.0,16941.0,180.0
016590,202312,1188.0,17480.0,8.41,27.59,9.07,7.94,585.0,6454.0,150.0
016590,202412,872.0,19591.0,6.0,26.56,4.45,5.05,293.0,6585.0,200.0
016590,202512,566.0,20359.0,3.83,27.98,3.48,3.48,222.0,6395.0,225.0
016610,202312,145.0,24561.0,0.65,769.93,1.76,1.04,213.0,12070.0,200.0
016610,202412,1180.0,25569.0,4.94,808.87,4.69,4.01,619.0,13185.0,400.0
016610,202512,1918.0,27483.0,7.66,1028.92,6.07,4.97,1167.0,19220.0,550.0
130660,202312,476.0,3178.0,15.53,96.8,7.17,4.28,260.0,3633.0,297.0
130660,202412,356.0,3552.0,10.59,90.26,4.39,3.16,161.0,3675.0,367.0
130660,202512,125.0,3167.0,3.71,98.45,1.67,1.03,66.0,3945.0,377.0
009900,202312,2909.0,10199.0,33.22,95.25,11.97,8.78,2081.0,17389.0,100.0
009900,202412,2460.0,13293.0,20.95,73.53,9.41,8.2,1481.0,15738.0,150.0
009900,202512,1302.0,14406.0,9.4,84.78,6.34,4.22,1026.0,16192.0,100.0
008730,202312,-770.0,12349.0,-5.96,121.69,-3.91,-4.6,-162.0,4145.0,250.0
008730,202412,-344.0,11731.0,-2.86,125.3,-4.02,-1.87,-184.0,4571.0,250.0
008730,202512,168.0,11783.0,1.43,135.29,1.75,0.86,85.0,4854.0,250.0
484870,202312,115.0,3428.0,7.23,301.94,11.07,7.92,203.0,1834.0,
484870,202412,1120.0,6022.0,21.82,115.93,12.31,9.54,348.0,2828.0,493.0
484870,202512,1660.0,7090.0,25.32,106.95,13.9,11.3,561.0,4033.0,830.0
003000,202312,-399.0,2978.0,-12.8,83.13,-29.78,-27.32,-375.0,1259.0,
003000,202412,-35.0,3218.0,-1.12,52.85,1.01,-2.16,16.0,1601.0,
003000,202512,147.0,3452.0,4.3,39.7,7.06,6.19,142.0,2007.0,125.0
003280,202312,142.0,690.0,23.02,90.76,14.9,21.07,246.0,1648.0,
003280,202412,165.0,950.0,20.08,89.52,14.65,21.26,275.0,1880.0,
003280,202512,127.0,1062.0,12.66,74.22,6.24,16.77,113.0,1808.0,
002810,202312,2711.0,28483.0,10.38,21.6,3.6,11.55,172.0,4768.0,600.0
002810,202412,3073.0,31691.0,10.7,18.21,3.82,13.03,184.0,4802.0,700.0
002810,202512,3174.0,34228.0,10.05,15.64,2.86,13.73,128.0,4469.0,1000.0
192650,202312,227.0,6003.0,3.74,56.55,3.3,2.62,340.0,10304.0,200.0
192650,202412,56.0,6026.0,0.95,76.28,2.01,1.09,236.0,11727.0,200.0
192650,202512,1.0,5644.0,0.02,78.27,2.55,1.08,314.0,12306.0,226.0
344820,202312,5117.0,93331.0,5.58,49.44,5.66,4.86,950.0,16801.0,2200.0
344820,202412,2314.0,93390.0,2.48,67.52,3.0,1.94,572.0,19033.0,1800.0
344820,202512,-5237.0,86505.0,-5.83,67.75,-3.96,-4.4,-752.0,19006.0,1600.0
271940,202312,39.0,8699.0,0.45,7.11,-12.45,1.79,-98.0,787.0,
271940,202412,50.0,8743.0,0.57,8.44,-12.0,2.29,-95.0,793.0,
271940,202512,-55.0,8677.0,-0.63,10.43,-13.73,-2.45,-112.0,816.0,
001940,202312,5627.0,84091.0,8.38,12.73,9.68,8.44,1493.0,15419.0,900.0
001940,202412,2007.0,93328.0,2.82,9.58,-0.36,4.47,-36.0,10132.0,1800.0
001940,202512,-1287.0,93049.0,-1.57,10.9,-8.57,-2.81,-707.0,8253.0,1850.0
029530,202312,5455.0,114955.0,5.65,8.83,7.48,13.66,301.0,4026.0,1500.0
029530,202412,7261.0,123427.0,7.12,7.45,5.91,21.46,202.0,3410.0,1500.0
029530,202512,1991.0,124856.0,1.88,7.6,1.97,6.32,62.0,3173.0,1000.0
183190,202312,2300.0,27147.0,8.96,102.11,12.24,7.45,1469.0,12005.0,255.0
183190,202412,2112.0,29491.0,7.65,98.42,12.68,7.21,1408.0,11103.0,260.0
183190,202512,452.0,30144.0,1.55,97.79,7.54,1.61,771.0,10228.0,250.0
194370,202312,4116.0,13788.0,35.78,131.2,9.74,12.73,840.0,8628.0,450.0
194370,202412,3637.0,17345.0,23.41,260.76,10.85,9.14,1213.0,11175.0,500.0
194370,202512,2691.0,18174.0,15.29,242.94,10.91,6.66,1405.0,12882.0,600.0
306200,202312,66578.0,356148.0,20.68,54.02,12.46,10.15,2319.0,18609.0,8000.0
306200,202412,48324.0,397327.0,12.99,63.93,11.21,7.58,2029.0,18094.0,7000.0
306200,202512,10577.0,395605.0,2.69,62.94,3.34,2.02,496.0,14848.0,5500.0
452260,202312,-183.0,4213.0,,123.86,2.26,-6.93,98.0,4345.0,
452260,202412,-89.0,4093.0,-2.15,134.89,0.63,-3.26,34.0,5383.0,
452260,202512,17.0,4193.0,0.41,144.61,1.64,0.58,94.0,5752.0,
950210,202306,292.0,7497.0,3.99,35.77,-42988.3,-1766.4,-696.0,2.0,
950210,202406,-548.0,7306.0,-7.4,38.06,-9111.19,-7995.94,-628.0,7.0,
950210,202506,371.0,6839.0,5.25,46.69,-470.14,29.12,-674.0,143.0,
015360,202312,788.0,21874.0,4.99,169.98,1.15,2.98,132.0,11421.0,1750.0
015360,202412,968.0,22269.0,6.16,154.65,2.09,2.46,243.0,11604.0,800.0
015360,202512,2930.0,29078.0,15.46,141.35,8.42,6.53,1117.0,13276.0,1080.0
027410,202312,813.0,17286.0,4.81,14.24,16.99,19.4,606.0,3564.0,120.0
027410,202412,963.0,18202.0,5.43,16.15,12.72,21.83,552.0,4341.0,130.0
027410,202512,618.0,18674.0,3.35,18.55,13.03,12.02,612.0,4695.0,130.0
031430,202312,1098.0,23781.0,4.67,55.46,3.6,2.93,487.0,13543.0,400.0
031430,202412,910.0,24300.0,3.84,57.48,0.67,3.04,72.0,10736.0,400.0
031430,202512,121.0,24118.0,0.51,70.52,-1.04,0.37,-115.0,11100.0,400.0
006220,202312,159.0,16678.0,0.97,1236.7,0.71,1.37,26.0,3712.0,100.0
006220,202412,324.0,18367.0,1.85,1161.6,3.01,2.74,114.0,3797.0,100.0
006220,202512,387.0,17124.0,2.25,1139.04,2.71,3.81,99.0,3659.0,100.0
017810,202312,500.0,8638.0,5.35,325.78,2.07,0.45,620.0,29935.0,102.0
017810,202412,929.0,8237.0,11.4,299.55,2.86,1.07,918.0,32137.0,102.0
017810,202512,475.0,8405.0,5.9,280.13,2.76,0.45,932.0,33802.0,102.0
170900,202312,1183.0,71350.0,1.67,83.52,1.68,0.3,112.0,6640.0,642.0
170900,202412,-128.0,69629.0,-0.18,96.35,-3.58,-3.33,-250.0,6979.0,654.0
170900,202512,-2913.0,66796.0,-4.35,110.24,0.08,-4.65,6.0,8088.0,667.0
104700,202312,1606.0,21938.0,8.26,14.17,9.56,7.53,866.0,9051.0,400.0
104700,202412,554.0,24475.0,2.82,10.95,0.3,3.91,18.0,6000.0,800.0
104700,202512,-245.0,23878.0,-1.13,12.45,-7.95,-1.83,-387.0,4866.0,750.0
060980,202312,4910.0,105173.0,5.01,127.48,7.17,3.79,922.0,12855.0,2000.0
060980,202412,1957.0,113030.0,1.91,122.69,6.6,1.45,904.0,13711.0,2000.0
060980,202512,2221.0,118065.0,1.95,116.74,6.64,1.61,887.0,13350.0,2000.0
089590,202312,1737.0,3862.0,44.86,536.53,9.85,7.79,1698.0,17240.0,
089590,202412,270.0,4022.0,6.84,516.68,4.13,1.12,799.0,19358.0,
089590,202512,-1443.0,3415.0,-38.85,754.43,-7.07,-7.37,-1117.0,15799.0,
007690,202312,832.0,97133.0,0.92,78.22,1.46,0.57,192.0,13118.0,1168.0
007690,202412,955.0,97748.0,1.06,86.61,1.94,0.69,253.0,13058.0,584.0
007690,202512,2354.0,100377.0,2.56,99.64,3.81,1.57,532.0,13956.0,1300.0
126560,202312,-17.0,6726.0,-0.25,8.72,5.4,1.75,88.0,1636.0,100.0
126560,202412,63.0,6684.0,0.95,9.51,3.22,5.38,69.0,2158.0,110.0
126560,202512,68.0,6666.0,1.03,7.1,2.38,2.71,63.0,2645.0,150.0
024720,202312,-100.0,16436.0,-0.61,58.02,2.65,0.95,169.0,6373.0,180.0
024720,202412,691.0,17538.0,4.09,58.44,5.63,4.93,381.0,6767.0,200.0
024720,202512,683.0,17926.0,3.85,60.41,7.58,1.77,477.0,6301.0,270.0
004710,202312,1200.0,9797.0,13.25,100.99,3.76,2.99,489.0,13027.0,89.0
004710,202412,186.0,10403.0,1.88,71.75,2.78,1.93,334.0,11995.0,134.0
004710,202512,-380.0,8521.0,-4.1,102.16,1.63,0.04,204.0,12524.0,89.0
105630,202312,2801.0,16345.0,18.98,92.21,9.84,6.56,1682.0,17088.0,500.0
105630,202412,1451.0,18020.0,8.58,100.73,7.91,3.25,1422.0,17978.0,500.0
105630,202512,1431.0,18656.0,7.93,109.01,4.3,2.95,834.0,19418.0,600.0
005610,202312,5821.0,51697.0,12.43,208.76,2.67,1.46,917.0,34333.0,1700.0
005610,202412,10023.0,59200.0,19.25,158.59,2.77,2.52,950.0,34279.0,1800.0
005610,202512,1627.0,59413.0,2.92,158.51,1.15,0.42,387.0,33705.0,1000.0
097520,202312,1553.0,18369.0,8.83,65.54,1.95,3.0,182.0,9325.0,600.0
097520,202412,3538.0,22067.0,18.28,54.24,4.2,6.02,444.0,10571.0,800.0
