dt,open,high,low,close,volume
2021-08-19 00:00:00+09:00,57500.0,60900.0,54400.0,55500.0,10462187.0
2021-08-20 00:00:00+09:00,56500.0,57900.0,52700.0,53400.0,2202369.0
2021-08-23 00:00:00+09:00,54100.0,54300.0,50000.0,50400.0,1736327.0
2021-08-24 00:00:00+09:00,50400.0,51200.0,48650.0,49200.0,1640089.0
2021-08-25 00:00:00+09:00,49600.0,52600.0,48650.0,52200.0,2280134.0
2021-08-26 00:00:00+09:00,52200.0,52500.0,50500.0,51100.0,701564.0
2021-08-27 00:00:00+09:00,50700.0,51100.0,50000.0,50300.0,384172.0
2021-08-30 00:00:00+09:00,50700.0,51000.0,50200.0,50300.0,324780.0
2021-08-31 00:00:00+09:00,50700.0,50700.0,49450.0,49550.0,517384.0
2021-09-01 00:00:00+09:00,49250.0,50500.0,49050.0,49400.0,449485.0
2021-09-02 00:00:00+09:00,49250.0,49700.0,49150.0,49150.0,296199.0
2021-09-03 00:00:00+09:00,49400.0,49450.0,48950.0,49150.0,291271.0
2021-09-06 00:00:00+09:00,49150.0,49350.0,48600.0,48600.0,310914.0
2021-09-07 00:00:00+09:00,48650.0,48700.0,47000.0,47050.0,625205.0
2021-09-08 00:00:00+09:00,47150.0,47250.0,45000.0,45000.0,728278.0
2021-09-09 00:00:00+09:00,44800.0,45700.0,44050.0,44300.0,366533.0
2021-09-10 00:00:00+09:00,44600.0,45600.0,44400.0,44500.0,236480.0
2021-09-13 00:00:00+09:00,44550.0,45600.0,44250.0,45000.0,186188.0
2021-09-14 00:00:00+09:00,45350.0,45450.0,44600.0,45150.0,173837.0
2021-09-15 00:00:00+09:00,45300.0,46300.0,44950.0,46250.0,246567.0
2021-09-16 00:00:00+09:00,46450.0,46450.0,45300.0,45300.0,169931.0
2021-09-17 00:00:00+09:00,45300.0,45850.0,44600.0,45500.0,230132.0
2021-09-23 00:00:00+09:00,44950.0,45100.0,43750.0,43850.0,404881.0
2021-09-24 00:00:00+09:00,44100.0,44150.0,42900.0,42900.0,288019.0
2021-09-27 00:00:00+09:00,42900.0,42950.0,41800.0,41850.0,271467.0
2021-09-28 00:00:00+09:00,42200.0,42300.0,40700.0,40700.0,306813.0
2021-09-29 00:00:00+09:00,40050.0,40250.0,39250.0,39400.0,389810.0
2021-09-30 00:00:00+09:00,39550.0,40100.0,39250.0,39600.0,187936.0
2021-10-01 00:00:00+09:00,39150.0,39500.0,38400.0,38650.0,238094.0
2021-10-05 00:00:00+09:00,38200.0,38350.0,36500.0,36600.0,385701.0
2021-10-06 00:00:00+09:00,37100.0,37600.0,35750.0,35800.0,279575.0
2021-10-07 00:00:00+09:00,36000.0,36700.0,36000.0,36300.0,141472.0
2021-10-08 00:00:00+09:00,36850.0,38650.0,36600.0,38450.0,291687.0
2021-10-12 00:00:00+09:00,37750.0,37900.0,36850.0,37350.0,117988.0
2021-10-13 00:00:00+09:00,37250.0,37950.0,37100.0,37350.0,90031.0
2021-10-14 00:00:00+09:00,37950.0,40150.0,37900.0,39750.0,402738.0
2021-10-15 00:00:00+09:00,40250.0,41450.0,40250.0,41150.0,314295.0
2021-10-18 00:00:00+09:00,41550.0,42000.0,40800.0,41250.0,194089.0
2021-10-19 00:00:00+09:00,41150.0,41400.0,40350.0,40800.0,117214.0
2021-10-20 00:00:00+09:00,41050.0,41800.0,40650.0,40650.0,122764.0
2021-10-21 00:00:00+09:00,40650.0,40850.0,39900.0,40000.0,126119.0
2021-10-22 00:00:00+09:00,39950.0,40000.0,39300.0,39450.0,112302.0
2021-10-25 00:00:00+09:00,39300.0,40050.0,39050.0,40000.0,80979.0
2021-10-26 00:00:00+09:00,40100.0,40450.0,39750.0,40000.0,77969.0
2021-10-27 00:00:00+09:00,40100.0,40250.0,36750.0,39450.0,117563.0
2021-10-28 00:00:00+09:00,39350.0,39600.0,38950.0,39050.0,80200.0
2021-10-29 00:00:00+09:00,39300.0,39350.0,38550.0,38550.0,78687.0
2021-11-01 00:00:00+09:00,38650.0,39000.0,38200.0,38600.0,75600.0
2021-11-02 00:00:00+09:00,39050.0,39900.0,39050.0,39450.0,97855.0
2021-11-03 00:00:00+09:00,40050.0,40350.0,39550.0,40250.0,147657.0
2021-11-04 00:00:00+09:00,40350.0,40750.0,39850.0,40100.0,158011.0
2021-11-05 00:00:00+09:00,40150.0,40450.0,39350.0,39450.0,93622.0
2021-11-08 00:00:00+09:00,39850.0,39850.0,38500.0,39300.0,94497.0
2021-11-09 00:00:00+09:00,39200.0,39350.0,38350.0,38750.0,138363.0
2021-11-10 00:00:00+09:00,38650.0,38700.0,37750.0,37750.0,143464.0
2021-11-11 00:00:00+09:00,37550.0,37900.0,37250.0,37850.0,84894.0
2021-11-12 00:00:00+09:00,38100.0,39100.0,38100.0,39100.0,124936.0
2021-11-15 00:00:00+09:00,38700.0,39850.0,38700.0,39600.0,139141.0
2021-11-16 00:00:00+09:00,39800.0,39800.0,39050.0,39500.0,80696.0
2021-11-17 00:00:00+09:00,39550.0,40400.0,39200.0,39200.0,160671.0
2021-11-18 00:00:00+09:00,39200.0,39250.0,38600.0,39050.0,68377.0
2021-11-19 00:00:00+09:00,38450.0,39600.0,38450.0,39150.0,72198.0
2021-11-22 00:00:00+09:00,39400.0,39400.0,38550.0,38550.0,112864.0
2021-11-23 00:00:00+09:00,38550.0,40250.0,38500.0,40250.0,249937.0
2021-11-24 00:00:00+09:00,40750.0,41300.0,39750.0,39850.0,253069.0
2021-11-25 00:00:00+09:00,40100.0,40100.0,39200.0,39600.0,109615.0
2021-11-26 00:00:00+09:00,39600.0,39900.0,38800.0,38900.0,91440.0
2021-11-29 00:00:00+09:00,37500.0,38250.0,37500.0,37900.0,125593.0
2021-11-30 00:00:00+09:00,37950.0,38550.0,36600.0,36600.0,383264.0
2021-12-01 00:00:00+09:00,36700.0,37000.0,35950.0,36650.0,102535.0
2021-12-02 00:00:00+09:00,36300.0,36950.0,36050.0,36800.0,55339.0
2021-12-03 00:00:00+09:00,37100.0,37600.0,37050.0,37350.0,64661.0
2021-12-06 00:00:00+09:00,37050.0,37900.0,37000.0,37400.0,59976.0
2021-12-07 00:00:00+09:00,37850.0,39400.0,37750.0,38100.0,146591.0
2021-12-08 00:00:00+09:00,38650.0,38650.0,38200.0,38350.0,78624.0
